Date,Adj Close,MACD Line,Signal Line,MACD,MACD (buy/sell),RSI,RSI (buy/sell),MACDRSI (buy/sell),MACD cumulative return,RSI cumulative return,MACDRSI cumulative return,bh Adj Close,delta 1d,delta 2d,delta 3d,delta 4d,delta 5d,delta 6d,delta 7d,delta
2008-01-02,70.47042846679688,0.0,0.0,0.0,,50.0,,,0.0,0.0,0.0,0.0,0.002006452520921974,-0.03400489352257841,-0.04432145679734104,-0.06781945933071334,-0.060941245249926924,-0.04556280922840408,-0.06705522535104529,0.0
2008-01-03,70.61182403564453,0.011279418597538893,0.0022558837195077786,0.009023534878031115,-70.61182403564453,50.0,,,0.0,0.0,0.0,0.14139556884765625,-0.03593923567348332,-0.046235140703643006,-0.06968609002064022,-0.06282164911461441,-0.047474007407485044,-0.06892338636963542,-0.01878018630109042,0.002006452520921974
2008-01-04,68.07408905029297,-0.18245236815434396,-0.034685766655262566,-0.14776660149908138,68.07408905029297,50.0,,,-2.5377349853515625,0.0,0.0,-2.3963394165039062,-0.010679726227995921,-0.0350049038358408,-0.027884563334460433,-0.011964776662246808,-0.03421376734400607,0.017798721830962632,0.006921631760762297,-0.03593923567348332
2008-01-07,67.34707641601562,-0.3901526121540968,-0.10577913575502942,-0.2843734763990674,,50.0,,,-2.5377349853515625,0.0,0.0,-3.12335205078125,-0.02458776824121851,-0.017390563564281602,-0.0012989225717080933,-0.023788091419860803,0.0287858733050907,0.017791364895059836,0.01579245605345951,-0.010679726227995921
2008-01-08,65.691162109375,-0.6805302681006964,-0.22072936222416284,-0.45980090587653355,,50.0,,,-2.5377349853515625,0.0,0.0,-4.779266357421875,0.007378628689082064,0.02387590078455129,0.0008198347276369434,0.05471906113999651,0.04344740793322208,0.04139811146500366,0.03596715643826351,-0.02458776824121851
2008-01-09,66.17587280273438,-0.8616124188096848,-0.34890597354126723,-0.5127064452684176,,50.0,,,-2.5377349853515625,0.0,0.0,-4.2945556640625,0.016376436451642207,-0.006510753528670927,0.04699368350956512,0.035804590465728765,0.03377030424021571,0.028379128696013882,0.05177463083094799,0.007378628689082064
2008-01-10,67.25959777832031,-0.9072159585627446,-0.46056797054556275,-0.44664798801718186,,50.0,,,-2.5377349853515625,0.0,0.0,-3.2108306884765625,-0.022518418530260837,0.03012392452230925,0.019115116523080587,0.01711360787672204,0.011809298025715047,0.0348278384954372,0.013010089781473142,0.016376436451642207
2008-01-11,65.7450180053711,-1.0534277626665016,-0.5791399289697505,-0.4742878336967511,,50.0,,,-2.5377349853515625,0.0,0.0,-4.725410461425781,0.053855074152310035,0.04259265426847361,0.04054503650840382,0.03511853031988675,0.05866735303541201,0.03634698493071695,0.08631152731628854,-0.022518418530260837
2008-01-14,69.28572082519531,-0.8735270678596265,-0.6380173567477258,-0.23550971111190078,,50.0,,,-2.5377349853515625,0.0,0.0,-1.1847076416015625,-0.010686877313653,-0.012629855822075363,-0.01777905168554074,0.004566357368419777,-0.016613374695449542,0.03079783355418724,0.038667089214481705,0.053855074152310035
2008-01-15,68.54527282714844,-0.7816915823951973,-0.6667522018772202,-0.11493938051797714,,50.0,,,-2.5377349853515625,0.0,0.0,-1.9251556396484375,-0.001963967184774084,-0.007168786311688549,0.015418005010036323,-0.0059905173052834226,0.04193284200576869,0.04988710388690754,0.026416443853689842,-0.010686877313653
2008-01-16,68.41065216064453,-0.7115715078362399,-0.6757160630690242,-0.035855444767215694,,50.0,,,-2.5377349853515625,0.0,0.0,-2.0597763061523438,-0.005215061336245434,0.017416176994912633,-0.004034473694453079,0.043983190733825665,0.05195310526557032,0.028436258917836296,0.03296266271695082,-0.001963967184774084
2008-01-17,68.05388641357422,-0.6769849961066541,-0.6759698496765503,-0.0010151464301038082,,50.0,,,-2.5377349853515625,0.0,0.0,-2.4165420532226562,0.022749880352589066,0.0011867767553640101,0.049456169024992155,0.05746786504287744,0.033827733961557443,0.038377866983469316,0.049456169024992155,-0.005215061336245434
2008-01-18,69.60210418701172,-0.5186678212738514,-0.6445094439960105,0.12584162272215915,-69.60210418701172,50.0,,,-2.5377349853515625,0.0,0.0,-0.8683242797851562,-0.021083457462533515,0.02611223837366395,0.03394572354124303,0.010831439652820428,0.015280360263149155,0.02611223837366395,0.021759997684943373,0.022749880352589066
2008-01-22,68.13465118408203,-0.5057811822935605,-0.6167637916555205,0.11098260936196003,,50.0,,,-2.5377349853515625,0.0,0.0,-2.3357772827148438,0.04821217518079804,0.056214374374688215,0.032602265595212836,0.03714700502600905,0.04821217518079804,0.04376619791961185,0.05819006566788477,-0.021083457462533515
2008-01-23,71.41957092285156,-0.22787604515879423,-0.5389862423561753,0.3111101971973811,,61.50757849773572,,,-2.5377349853515625,0.0,0.0,0.9491424560546875,0.007634140666711818,-0.014891936914291965,-0.010556231282927465,0.0,-0.004241485995351404,0.009518960686910286,0.028086531655554376,0.04821217518079804
2008-01-24,71.96479797363281,0.035946673686154895,-0.42399965914770926,0.45994633283386416,,63.07768209383695,,,-2.5377349853515625,0.0,0.0,1.4943695068359375,-0.02235541321188181,-0.018052556196243442,-0.007576302110665492,-0.011785653326717957,0.0018705400543012139,0.020297437495825636,0.009540772027135765,0.007634140666711818
2008-01-25,70.35599517822266,0.1138981913959185,-0.3164200890389837,0.4303182804349022,,55.839866001133686,,,-2.5377349853515625,0.0,0.0,-0.11443328857421875,0.004401248750095021,0.015117059206322132,0.010811454416056214,0.024779918585519093,0.04362817662381376,0.03262554272796309,0.004783499269820178,-0.02235541321188181
2008-01-28,70.6656494140625,0.1983750951227421,-0.21346105220663855,0.4118361473293807,,56.86578393949647,,,-2.5377349853515625,0.0,0.0,0.195220947265625,0.0106688541751239,0.006382116384202262,0.02028937126550157,0.039055036941196386,0.02810061617604635,0.0003805755122276483,-0.00946817892080229,0.004401248750095021
2008-01-29,71.41957092285156,0.32244190535203643,-0.10628046069490356,0.42872236604694,,59.34239509085991,,,-2.5377349853515625,0.0,0.0,0.9491424560546875,-0.004241485995351404,0.009518960686910286,0.028086531655554376,0.017247748289571766,-0.010179673213827511,-0.01992446191721363,-0.03175084226158747,0.0106688541751239
2008-01-30,71.11664581298828,0.3918057290428436,-0.0066632227473541195,0.3984689517901977,,57.90380571995954,,,-2.5377349853515625,0.0,0.0,0.6462173461914062,0.013819060031855726,0.032465720549947376,0.021580768813615037,-0.005963481240641831,-0.015749778386317678,-0.027626533822544486,-0.018789879332516645,-0.004241485995351404
2008-01-31,72.09941101074219,0.5200828063531162,0.09868598307273996,0.42139682328037625,,61.19084672562969,,,-2.5377349853515625,0.0,0.0,1.6289825439453125,0.018392493545648807,0.007655911284125417,-0.019512891454098288,-0.029165794552377333,-0.040880661538458284,-0.03216445680489352,-0.014639033571091618,0.013819060031855726
2008-02-01,73.42549896240234,0.7204427142773397,0.22303732931365994,0.4974053849636798,,65.14566336150008,,,-2.5377349853515625,0.0,0.0,2.9550704956054688,-0.010542676158327486,-0.03722080164571442,-0.04669937023244012,-0.05820266298089147,-0.04964387568738118,-0.032434967192008085,-0.019643648131909854,0.018392493545648807
2008-02-04,72.65139770507812,0.8074580094823887,0.3399214653474057,0.46753654413498297,,61.22354424558994,,,-2.5377349853515625,0.0,0.0,2.18096923828125,-0.026962381140205514,-0.03654194395543049,-0.04816780438545753,-0.03951782314091037,-0.022125553579897178,-0.009197942906973374,0.00838072603135038,-0.010542676158327486
2008-02-05,70.69254302978516,0.710168673970287,0.41397090707198203,0.296197766898305,,52.594465327495456,,,-2.5377349853515625,0.0,0.0,0.22211456298828125,-0.009845007664195252,-0.02179301481694051,-0.012903346959408743,0.004970853609931476,0.01825668184756157,0.03632244682684617,0.014433595843127851,-0.026962381140205514
2008-02-06,69.99657440185547,0.5703328803983823,0.4452433017372621,0.12508957866112014,,49.90325890403803,,-69.99657440185547,-2.5377349853515625,0.0,0.0,-0.47385406494140625,-0.012066804939860534,-0.0030887480433732686,0.014963173835215107,0.02838110167526814,0.04662649266871951,0.024520003126024908,0.024809825309923896,-0.009845007664195252
2008-02-07,69.15193939208984,0.38689711108982294,0.4335740636077743,-0.04667695251795134,69.15193939208984,46.775120365942755,,,-2.9878997802734375,0.0,0.0,-1.3184890747070312,0.009087716600048788,0.02736012810403665,0.040941945080270783,0.05941018876788237,0.03703368633509501,0.0373270484625629,0.02599184036245834,-0.012066804939860534
2008-02-08,69.7803726196289,0.28890196968492887,0.40463964482320525,-0.11573767513827637,,49.320564578440376,,,-2.9878997802734375,0.0,0.0,-0.6900558471679688,0.018107852472482446,0.031567353319441306,0.049869274335621376,0.027694291859190864,0.02798501200436944,0.016751887357587855,0.044349746284079394,0.009087716600048788
2008-02-11,71.0439453125,0.30963064101058535,0.3856378440606813,-0.07600720305009595,,54.07623904042676,,71.0439453125,-2.9878997802734375,0.0,1.0473709106445312,0.573516845703125,0.013220112991243866,0.031196519883434824,0.009415936988824588,0.009701486446549093,-0.0013318482040990255,0.025775160998776615,0.017024825942624642,0.018107852472482446
2008-02-12,71.983154296875,0.3972651527285649,0.3879633057942581,0.009301846934306801,-71.983154296875,57.284794430289615,,,-2.9878997802734375,0.0,1.0473709106445312,1.512725830078125,0.017741857530957153,-0.0037545405520904344,-0.0034727168357396986,-0.014362092706966081,0.01239123448750691,0.0037550704951448736,0.014456528559267136,0.013220112991243866
2008-02-13,73.26026916503906,0.5632755413898991,0.4230257529133863,0.14024978847651282,,61.24942438007715,,,-2.9878997802734375,0.0,1.0473709106445312,2.7898406982421875,-0.021121660590041832,-0.02084474978572998,-0.031544295835299,-0.005257347925564209,-0.013742961373077688,-0.003228057240035533,0.015310907619681392,0.017741857530957153
2008-02-14,71.712890625,0.5634839618890624,0.4511173947085215,0.11236656718054083,,54.6329572705535,,,-2.9878997802734375,0.0,1.0473709106445312,1.242462158203125,0.00028288582264346217,-0.01064752873328431,0.016206623464607675,0.007537912445188877,0.01827970099000463,0.0372186887204837,0.07773498141188005,-0.021121660590041832
2008-02-15,71.7331771850586,0.5588440857390822,0.4726627329146337,0.0861813528244485,,54.70204473750037,,,-2.9878997802734375,0.0,1.0473709106445312,1.2627487182617188,-0.010927323371066656,0.0159192343162688,0.007252974858785875,0.017991725563274427,0.03692535723778163,0.07743019168576412,0.09702313636654188,0.00028288582264346217
2008-02-19,70.94932556152344,0.48631078732545063,0.4753923437967971,0.01091844352865351,,51.44225963375708,,,-2.9878997802734375,0.0,1.0473709106445312,0.4788970947265625,0.027143159771470846,0.018381155055073033,0.029238548003273305,0.04838135936779193,0.08933369321047328,0.10914310170364548,0.09752415997900955,-0.010927323371066656
2008-02-20,72.87511444091797,0.5775648853596351,0.4958268521093648,0.08173803325027035,,58.05557392310534,,,-2.9878997802734375,0.0,1.0473709106445312,2.4046859741210938,-0.008530461049214674,0.0020400157581428676,0.02067696152603145,0.0605470939930508,0.0798330214752331,0.06852112048645466,0.055725742986699904,0.027143159771470846
2008-02-21,72.25345611572266,0.5928873477883911,0.51523895124517,0.07764839654322109,,55.43110177819215,,,-2.9878997802734375,0.0,1.0473709106445312,1.7830276489257812,0.01066142366667529,0.029458719030495528,0.06967188837225019,0.08912374919552014,0.07771452224060112,0.06480905515656406,0.06826888607192617,-0.008530461049214674
2008-02-22,73.0237808227539,0.6595859790522809,0.5441083568065923,0.11547762224568858,,57.96679829220373,,,-2.9878997802734375,0.0,1.0473709106445312,2.5533523559570312,0.018599003507647233,0.058387965864458526,0.07763462984882107,0.06634575833582079,0.053576430466141065,0.056999763774747886,0.07069497761710886,0.01066142366667529
2008-02-25,74.38195037841797,0.8126701022430325,0.5978207058938804,0.21484939634915212,,62.06480396540317,,,-2.9878997802734375,0.0,1.0473709106445312,3.9115219116210938,0.03906243990009222,0.05795767140737303,0.04687492788011067,0.03433876023640861,0.03769958554334317,0.05114473304024836,0.048237577095841165,0.018599003507647233
2008-02-26,77.28749084472656,1.1551276137106328,0.7092820874572309,0.4458455262534019,,69.02274357096648,,,-2.9878997802734375,0.0,1.0473709106445312,6.8170623779296875,0.01818488550995802,0.007518785859269082,-0.004546097984388502,-0.001311619306420212,0.01162807226610739,0.00883020773672769,-0.01626182870944834,0.03906243990009222
2008-02-27,78.69295501708984,1.5223877334397429,0.8719032166537333,0.6504845167860096,,71.72438618398442,,,-2.9878997802734375,0.0,1.0473709106445312,8.222526550292969,-0.010475602027176843,-0.022325005819509594,-0.019148295259375614,-0.006439707893097087,-0.009187602277699339,-0.033831492403419164,-0.02163829883979193,0.01818488550995802
2008-02-28,77.86859893798828,1.7270173966218039,1.0429260526473474,0.6840913439744565,,67.97946699006137,,,-2.9878997802734375,0.0,1.0473709106445312,7.398170471191406,-0.01197484752938673,-0.008764506716525613,0.004078620135438641,0.0013016351614130476,-0.023603147556634358,-0.011280870724848631,-0.010673310345780337,-0.010475602027176843
2008-02-29,76.9361343383789,1.7932740319480587,1.1929956485074897,0.6002783834405689,,63.914322451478974,,,-2.9878997802734375,0.0,1.0473709106445312,6.465705871582031,0.003249250087240669,0.016248035411530522,0.013437393428296003,-0.011769234819751704,0.0007023877912447555,0.0013173117914577627,0.023098175725466033,-0.01197484752938673
2008-03-03,77.18611907958984,1.8446901326341987,1.3233345453328316,0.5213555873013671,,64.52676431878663,,,-2.9878997802734375,0.0,1.0473709106445312,6.715690612792969,0.012956685811785561,0.010155146729658051,-0.014969844139615747,-0.0025386137051928454,-0.001925681275729744,0.01978464039370011,0.02486196664821247,0.003249250087240669
2008-03-04,78.18619537353516,1.943729458527713,1.447413527971808,0.49631593055590506,,66.94382172617136,,,-2.9878997802734375,0.0,1.0473709106445312,7.715766906738281,-0.0027657047150859665,-0.02756932289658657,-0.015297099801024998,-0.014692007364153528,0.006740618505758331,0.011753000896465766,0.0017283336948665502,0.012956685811785561
2008-03-05,77.96995544433594,1.981923700034912,1.5543155623844287,0.4276081376504832,,65.89826504169766,,,-2.9878997802734375,0.0,1.0473709106445312,7.4995269775390625,-0.02487240791735317,-0.0125661493444314,-0.011959378759291633,0.009532687820496889,0.014558971427475503,0.004506502063959353,-0.0013866386005508197,-0.0027657047150859665
2008-03-06,76.03065490722656,1.834559901104086,1.6103644301283602,0.2241954709757259,,57.260763704888994,,,-2.9878997802734375,0.0,1.0473709106445312,5.5602264404296875,0.012620152145052577,0.013242399520746094,0.03528266046125178,0.04043714859981797,0.030128272668980653,0.024084816702440122,0.026928530358266378,-0.02487240791735317
