Date,Adj Close,MACD Line,Signal Line,MACD,MACD (buy/sell),RSI,RSI (buy/sell),MACDRSI (buy/sell),MACD cumulative return,RSI cumulative return,MACDRSI cumulative return,bh Adj Close,delta 1d,delta 2d,delta 3d,delta 4d,delta 5d,delta 6d,delta 7d,delta
2020-01-02,126.97520446777344,0.0,0.0,0.0,,50.0,,,0.0,0.0,0.0,0.0,-0.007975295642692911,-0.009747403306179802,-0.009082855421659238,-0.0008123587159781226,0.009747463391883647,0.00937817665605513,0.008713748942942256,
2020-01-03,125.96253967285156,-0.0807823768028868,-0.01615647536057736,-0.06462590144230944,,50.0,,,0.0,0.0,0.0,-1.012664794921875,-0.0017863543676918494,-0.0011164639087127067,0.007220522730182781,0.0178652396021311,0.01749298401796421,0.016823214696500253,0.011016911887357617,-0.007975295642692911
2020-01-06,125.7375259399414,-0.16110262932446062,-0.04514570615335401,-0.11595692317110662,,50.0,,,0.0,0.0,0.0,-1.2376785278320312,0.0006710892622138094,0.009022995365054659,0.019686761502218143,0.019313839747646167,0.018642871839729323,0.012826178354774311,0.01879177356210479,-0.0017863543676918494
2020-01-07,125.82190704345703,-0.21546441857715593,-0.0792094486381144,-0.13625496993904151,,50.0,,,0.0,0.0,0.0,-1.1532974243164062,0.008346304987184788,0.019002919584720317,0.01863024792609677,0.01795972999556323,0.012146937413293658,0.018108531858606215,0.0282435516615632,0.0006710892622138094
2020-01-08,126.87205505371094,-0.1718276381870396,-0.09773308654789944,-0.07409455163914017,,50.0,,,0.0,0.0,0.0,-0.1031494140625,0.010568407445764344,0.010198820472736977,0.009533852567150152,0.0037691737524214682,0.009681422764320533,0.019732552770777782,0.02217136977014288,0.008346304987184788
2020-01-09,128.212890625,-0.028719885605482887,-0.08393044635941614,0.055210560753933255,-128.212890625,50.0,,,0.0,0.0,0.0,1.2376861572265625,-0.0003657218752380227,-0.0010237356234290501,-0.006728128094295072,-0.0008777086983014701,0.009068307753827404,0.01148161988727245,0.01777101264376571,0.010568407445764344
2020-01-10,128.16600036621094,0.07998833164880637,-0.05114669075777164,0.131135022406578,,50.0,,,0.0,0.0,0.0,1.1907958984375,-0.0006582544862561249,-0.006364733941489522,-0.0005121741363490413,0.00943748112235902,0.011851676179747644,0.018143369946283624,0.05267393115793857,-0.0003657218752380227
2020-01-13,128.08163452148438,0.1575170004977764,-0.009413952506662035,0.16693095300443844,,50.0,,,0.0,0.0,0.0,1.1064300537109375,-0.0057102382451758756,0.0001461765712909214,0.010102385549224812,0.01251817080809792,0.018814008838261998,0.05336731491865935,0.04590027731851887,-0.0006582544862561249
2020-01-14,127.35025787353516,0.15812033322968944,0.02409290464060826,0.13402742858908118,,50.0,,,0.0,0.0,0.0,0.37505340576171875,0.005890048396084053,0.015903436204042727,0.018333095395755093,0.02466509062725837,0.05941683746151537,0.05190691642304275,0.0348990624460634,-0.0057102382451758756
2020-01-15,128.10035705566406,0.2166280604888442,0.06259993581025544,0.15402812467858876,,50.0,,,0.0,0.0,0.0,1.125152587890625,0.009954753826151538,0.012370186005430495,0.018665103866085143,0.053213359800885866,0.04574741354717019,0.02883915006042154,0.014639224746089575,0.005890048396084053
2020-01-16,129.3755645751953,0.3617247080705823,0.12242489026232081,0.2392998178082615,,50.0,,,0.0,0.0,0.0,2.400360107421875,0.0023916241496247624,0.0086244953122256,0.04283222175137228,0.03543986459335961,0.01869825966235381,0.004638297807096016,0.011378436721326015,0.009954753826151538
2020-01-17,129.6849822998047,0.4959650942294189,0.19713293105574042,0.2988321631736785,,50.0,,,0.0,0.0,0.0,2.70977783203125,0.0062180000435343545,0.040344109654801986,0.032969390054282635,0.01626772921867012,0.0022413132785075013,0.008965370774446747,-0.004482626557015003,0.0023916241496247624
2020-01-21,130.49136352539062,0.659813869537615,0.2896691187521153,0.3701447507854997,,50.0,,,0.0,0.0,0.0,3.5161590576171875,0.033915224742343264,0.02658607777796747,0.009987626115514691,-0.003952112529148555,0.0027303931462103895,-0.01063450127118218,-0.01724520988479495,0.0062180000435343545
2020-01-22,134.91700744628906,1.1337089906679694,0.4584770931352862,0.6752318975326832,,50.0,,,0.0,0.0,0.0,7.941802978515625,-0.0070887310574251905,-0.02314270846799016,-0.03662518586176013,-0.030161884504509823,-0.043088374121415474,-0.04948223355535522,-0.0011119755537286524,0.033915224742343264
2020-01-23,133.9606170654297,1.4157813316483612,0.6499379408379011,0.76584339081046,,52.51122141038185,,,0.0,0.0,0.0,6.98541259765625,-0.01616859221233539,-0.029747325595156665,-0.023237880532524274,-0.036256656752751915,-0.04269616412257868,0.006019425592844394,0.02379795160015505,-0.0070887310574251905
2020-01-24,131.79466247558594,1.4478612174813748,0.8095225961665959,0.6383386213147788,,45.340281529929925,,-131.79466247558594,0.0,0.0,0.0,4.8194580078125,-0.01380189052243787,-0.007185467209352002,-0.02041819805853569,-0.026963534300958807,0.02255266261022693,0.04062336645905923,0.06082818752861863,-0.01616859221233539
